class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Punching,0.4817050099372864,0.3557297885417938,-0.5457675457000732,0.9999141693115234,0.4954996705055237,0.3335040807723999,-0.5031893849372864,0.9998056292533875,0.5025603771209717,0.3369671702384949,-0.5033153295516968,0.9998131394386292,0.5093924403190613,0.340647429227829,-0.5034273266792297,0.9996891021728516,0.4727048873901367,0.32366588711738586,-0.5352671146392822,0.9998559951782227,0.4646052420139313,0.32023465633392334,-0.5353951454162598,0.9998642206192017,0.45635977387428284,0.3166700601577759,-0.5357388854026794,0.9997929930686951,0.5093098282814026,0.3557994067668915,-0.2640376389026642,0.9996781349182129,0.43662554025650024,0.3279126286506653,-0.41095662117004395,0.9999592304229736,0.48627328872680664,0.3928825557231903,-0.45493945479393005,0.9999469518661499,0.4622689187526703,0.3795110285282135,-0.4975660741329193,0.9999853372573853,0.5318461656570435,0.5323997735977173,-0.06461738795042038,0.999840497970581,0.3366340100765228,0.5038217902183533,-0.3301665484905243,0.9997801184654236,0.5718154907226562,0.7338356375694275,-0.20408955216407776,0.9810447096824646,0.28944680094718933,0.7374760508537292,-0.3022404909133911,0.9745883941650391,0.5684117078781128,0.5208312273025513,-0.5726168751716614,0.9907360672950745,0.31346336007118225,0.9372321367263794,-0.3679344356060028,0.9318050146102905,0.5686337947845459,0.4532456696033478,-0.6542768478393555,0.969641923904419,0.3011002838611603,0.9956725835800171,-0.3944311738014221,0.8518177270889282,0.5629160404205322,0.4389576315879822,-0.6146124601364136,0.9687069654464722,0.3274734914302826,0.9962725043296814,-0.44083037972450256,0.8658344745635986,0.5575113296508789,0.45868250727653503,-0.5679105520248413,0.9620203971862793,0.33233654499053955,0.9711094498634338,-0.381316602230072,0.8683404326438904,0.4682024121284485,0.8885469436645508,0.08244527131319046,0.9908397793769836,0.3533305525779724,0.8915351629257202,-0.08174410462379456,0.987052857875824,0.5248302817344666,1.1001731157302856,0.048800040036439896,0.3413962125778198,0.35071003437042236,1.1235226392745972,0.02865694835782051,0.17105983197689056,0.4547000527381897,1.2688249349594116,0.5861151814460754,0.016099173575639725,0.33569300174713135,1.3077839612960815,0.4945562481880188,0.02332979068160057,0.4355407655239105,1.2882970571517944,0.6329436898231506,0.050724633038043976,0.3247821033000946,1.3399755954742432,0.5341448783874512,0.04817129299044609,0.45532330870628357,1.3814653158187866,0.49506157636642456,0.015021547675132751,0.35528114438056946,1.4020295143127441,0.34543901681900024,0.023741060867905617
Punching,0.49140506982803345,0.3628014028072357,-0.5125302672386169,0.999915599822998,0.5041998624801636,0.3399166762828827,-0.469291627407074,0.9998158812522888,0.5102943181991577,0.34285080432891846,-0.46934041380882263,0.9998202323913574,0.5162296891212463,0.34600532054901123,-0.46939635276794434,0.9997029304504395,0.4816502630710602,0.3288913667201996,-0.5100143551826477,0.9998657703399658,0.4725220203399658,0.3242606520652771,-0.5101500749588013,0.9998730421066284,0.4636302888393402,0.31999561190605164,-0.5104779005050659,0.999808669090271,0.5135382413864136,0.35862988233566284,-0.2220706045627594,0.9996855854988098,0.4417246878147125,0.3282388746738434,-0.40693408250808716,0.9999622106552124,0.49472102522850037,0.39813074469566345,-0.4173968434333801,0.9999444484710693,0.4708278179168701,0.3856744170188904,-0.47114071249961853,0.9999857544898987,0.5276017189025879,0.5309348702430725,-0.004441210068762302,0.9998053908348083,0.3387366831302643,0.5017109513282776,-0.32995373010635376,0.999790370464325,0.5672678351402283,0.7250082492828369,-0.10172979533672333,0.9801031351089478,0.28291571140289307,0.7275802493095398,-0.3496815264225006,0.976241946220398,0.5691187977790833,0.5207899212837219,-0.4549010396003723,0.9911279678344727,0.33511945605278015,0.8795097470283508,-0.4386212229728699,0.93605637550354,0.5702061653137207,0.4580813944339752,-0.5320859551429749,0.9709104299545288,0.33373960852622986,0.9358686208724976,-0.46990108489990234,0.8604230284690857,0.5644306540489197,0.44337669014930725,-0.4986279010772705,0.9698985815048218,0.35706621408462524,0.9240862727165222,-0.5071237683296204,0.8734170794487,0.558544397354126,0.46421417593955994,-0.45495977997779846,0.9636231064796448,0.3583667576313019,0.9025499820709229,-0.4473997950553894,0.8751059174537659,0.4547290802001953,0.8896647691726685,0.09405158460140228,0.988636314868927,0.34875965118408203,0.8916141986846924,-0.0935102254152298,0.985260009765625,0.4718400835990906,1.1432815790176392,0.21754190325737,0.3187865912914276,0.3491414487361908,1.143417239189148,0.05004877597093582,0.17107561230659485,0.43792781233787537,1.3576945066452026,0.5787162780761719,0.015399514697492123,0.3323890268802643,1.3586000204086304,0.38481682538986206,0.023464607074856758,0.4242280423641205,1.3910213708877563,0.606576144695282,0.04706129431724548,0.31398001313209534,1.395965337753296,0.4096861481666565,0.04787605255842209,0.4517495632171631,1.4394395351409912,0.45099353790283203,0.01612258143723011,0.36664795875549316,1.4333657026290894,0.20422406494617462,0.024381883442401886
Punching,0.4962133765220642,0.366965115070343,-0.46921706199645996,0.9999198913574219,0.5094102621078491,0.3439813554286957,-0.43349185585975647,0.9998293519020081,0.5156327486038208,0.34690549969673157,-0.4335041642189026,0.9998319149017334,0.5215526819229126,0.34993988275527954,-0.4335860311985016,0.9997238516807556,0.4862634539604187,0.33203235268592834,-0.466590017080307,0.9998766183853149,0.47666916251182556,0.3268356919288635,-0.4667094349861145,0.9998827576637268,0.46776700019836426,0.3223184049129486,-0.466958612203598,0.999824583530426,0.5193542242050171,0.3621588349342346,-0.216057687997818,0.9997063875198364,0.44562238454818726,0.3291265368461609,-0.3722158670425415,0.9999651908874512,0.49981093406677246,0.4016828238964081,-0.38495394587516785,0.9999457597732544,0.4748614430427551,0.38943246006965637,-0.4292978346347809,0.9999865293502808,0.5304660797119141,0.5293442606925964,-0.022451145574450493,0.9997819662094116,0.34064388275146484,0.4989185631275177,-0.27085012197494507,0.9998005628585815,0.5721083283424377,0.7228187918663025,-0.11406134068965912,0.9809014201164246,0.2827407121658325,0.7142320275306702,-0.23855383694171906,0.9774875044822693,0.5720803737640381,0.5201106071472168,-0.4092351794242859,0.9916309118270874,0.34504035115242004,0.8541157841682434,-0.2676108479499817,0.9382458329200745,0.5718846917152405,0.45852386951446533,-0.4771837592124939,0.9723376035690308,0.35122066736221313,0.9093533158302307,-0.2832712233066559,0.8647750616073608,0.5665751099586487,0.44397151470184326,-0.44461721181869507,0.9712765216827393,0.37331530451774597,0.893574059009552,-0.3103472590446472,0.8769431114196777,0.5606106519699097,0.46480894088745117,-0.4063774645328522,0.9654688239097595,0.37269526720046997,0.8702914714813232,-0.2714017331600189,0.8781664967536926,0.46147459745407104,0.8900715112686157,0.06556794792413712,0.9882499575614929,0.3513369560241699,0.8917463421821594,-0.06492328643798828,0.9855189323425293,0.4871252477169037,1.1581820249557495,0.14864349365234375,0.3296416103839874,0.35853543877601624,1.1494780778884888,0.11716087907552719,0.18804757297039032,0.46985745429992676,1.376344084739685,0.46196380257606506,0.016056891530752182,0.33746492862701416,1.370827555656433,0.40799880027770996,0.0257395189255476,0.4598858952522278,1.4069061279296875,0.48716482520103455,0.04640527814626694,0.32135406136512756,1.4102041721343994,0.45474886894226074,0.049273781478405,0.48092442750930786,1.4694249629974365,0.33437642455101013,0.018689580261707306,0.3659701347351074,1.4434744119644165,0.2494976818561554,0.025556346401572227
Punching,0.4984961152076721,0.36922284960746765,-0.4561007618904114,0.9999231100082397,0.5117669105529785,0.34623488783836365,-0.42082977294921875,0.9998406171798706,0.5180588960647583,0.3491973876953125,-0.4208468794822693,0.9998413920402527,0.524002194404602,0.3522425591945648,-0.4209267199039459,0.9997413158416748,0.4885225296020508,0.33388346433639526,-0.4533873498439789,0.9998859763145447,0.47884687781333923,0.32841163873672485,-0.4535030722618103,0.9998910427093506,0.4699544906616211,0.3237210214138031,-0.45375537872314453,0.9998385310173035,0.5219448208808899,0.36436083912849426,-0.20720846951007843,0.9997228980064392,0.4476373791694641,0.32973718643188477,-0.359635591506958,0.9999677538871765,0.5022035837173462,0.40367192029953003,-0.37277650833129883,0.9999462366104126,0.47695866227149963,0.39148131012916565,-0.41647276282310486,0.9999870657920837,0.5315448641777039,0.5284209251403809,-0.026796620339155197,0.9997578263282776,0.3418997526168823,0.49718552827835083,-0.2596086859703064,0.999809741973877,0.5739916563034058,0.7208842635154724,-0.10158602148294449,0.981582522392273,0.2826008200645447,0.7092751264572144,-0.22609677910804749,0.9786382913589478,0.5733526945114136,0.5198128819465637,-0.3895748257637024,0.9920876622200012,0.34780213236808777,0.8516937494277954,-0.2579199969768524,0.9404690861701965,0.5725572109222412,0.45915687084198,-0.4568324089050293,0.9736470580101013,0.3540402948856354,0.9057466983795166,-0.27469107508659363,0.8692000508308411,0.5675462484359741,0.4447539746761322,-0.42473316192626953,0.9725431799888611,0.3758118748664856,0.890419065952301,-0.3034599721431732,0.8805806636810303,0.5616317391395569,0.4654315412044525,-0.3867660164833069,0.9671594500541687,0.3753875494003296,0.8674574494361877,-0.262582927942276,0.8813431262969971,0.463792622089386,0.8904352784156799,0.0610475055873394,0.9879790544509888,0.35219141840934753,0.8917500376701355,-0.06040259078145027,0.9857950210571289,0.49158281087875366,1.1604342460632324,0.14676448702812195,0.3351900577545166,0.359832763671875,1.149793028831482,0.12562891840934753,0.20122915506362915,0.472633421421051,1.3766874074935913,0.4592567980289459,0.016379069536924362,0.33807942271232605,1.369504451751709,0.42633384466171265,0.027171509340405464,0.4624110758304596,1.4069151878356934,0.48477277159690857,0.045283906161785126,0.32227015495300293,1.4083759784698486,0.475778728723526,0.04992421343922615,0.4823991656303406,1.4692810773849487,0.3325631022453308,0.0206373929977417,0.3654194474220276,1.442331075668335,0.27519771456718445,0.026253772899508476
Punching,0.5166521072387695,0.3691096901893616,-0.46823135018348694,0.9999280571937561,0.5298286080360413,0.3466562330722809,-0.42985105514526367,0.9998539090156555,0.535202145576477,0.3498401343822479,-0.4298584461212158,0.9998521208763123,0.5398159623146057,0.35292404890060425,-0.42981019616127014,0.9997605085372925,0.5082202553749084,0.3338910639286041,-0.4618378281593323,0.9998963475227356,0.49855533242225647,0.32851698994636536,-0.46200481057167053,0.9999006390571594,0.4890453815460205,0.3237965404987335,-0.4622226655483246,0.9998537302017212,0.5360243916511536,0.3643583059310913,-0.20089316368103027,0.9997411966323853,0.46757516264915466,0.32976633310317993,-0.3467932343482971,0.9999706149101257,0.5173665881156921,0.4034321904182434,-0.3803860545158386,0.9999492168426514,0.4918347895145416,0.39124706387519836,-0.4225502908229828,0.9999880790710449,0.5451786518096924,0.5283710956573486,-0.02362941950559616,0.9996357560157776,0.3489176630973816,0.5012131333351135,-0.25169849395751953,0.9998239278793335,0.5526286959648132,0.718758225440979,-0.05807094648480415,0.9592387080192566,0.2822807729244232,0.7102221250534058,-0.4137154519557953,0.9806263446807861,0.5740092396736145,0.6200946569442749,-0.39679357409477234,0.986564576625824,0.379781574010849,0.7134981751441956,-0.7042430639266968,0.9461384415626526,0.5837446451187134,0.6483627557754517,-0.4671900272369385,0.9647892713546753,0.41324129700660706,0.7259765267372131,-0.7658688426017761,0.8813109993934631,0.5848273634910583,0.6174710988998413,-0.46045541763305664,0.962705671787262,0.42315131425857544,0.689744770526886,-0.7571716904640198,0.8915509581565857,0.5742210745811462,0.624496340751648,-0.4047962725162506,0.960460364818573,0.4113903045654297,0.6830359101295471,-0.6993605494499207,0.8921460509300232,0.4986904263496399,0.9126690626144409,0.05534379556775093,0.98884516954422,0.3800801932811737,0.9223571419715881,-0.054222725331783295,0.9869939684867859,0.5297979116439819,1.1948639154434204,0.11055012047290802,0.3229745626449585,0.3874714970588684,1.2096527814865112,0.17341236770153046,0.20556876063346863,0.5244210958480835,1.4310165643692017,0.4732469618320465,0.015067546628415585,0.3576261103153229,1.438604474067688,0.612532377243042,0.025355909019708633,0.5150867104530334,1.468284010887146,0.5027128458023071,0.04133854806423187,0.3424346148967743,1.4813103675842285,0.6538878679275513,0.04619237780570984,0.533480167388916,1.5284732580184937,0.311276912689209,0.019076934084296227,0.37907642126083374,1.5173901319503784,0.42229652404785156,0.024474963545799255
Punching,0.5285345911979675,0.3706122040748596,-0.4131592810153961,0.9999204277992249,0.5419266223907471,0.3481990098953247,-0.37807053327560425,0.9998508095741272,0.5466998815536499,0.3514705300331116,-0.37809112668037415,0.999837338924408,0.5510979294776917,0.35456642508506775,-0.3780193030834198,0.9997498989105225,0.5208290815353394,0.33479398488998413,-0.41168707609176636,0.9998987913131714,0.5112144947052002,0.32930418848991394,-0.4118686616420746,0.999901294708252,0.5019633769989014,0.3244517743587494,-0.4121038019657135,0.9998615980148315,0.5463078618049622,0.3651503324508667,-0.162031888961792,0.9997153878211975,0.4804248809814453,0.32967907190322876,-0.31502652168273926,0.9999698400497437,0.5283635854721069,0.40490299463272095,-0.3299402594566345,0.9999403357505798,0.5018242597579956,0.39322710037231445,-0.37417861819267273,0.9999871253967285,0.5483520030975342,0.5353959798812866,0.0053820302709937096,0.9991247057914734,0.3605671525001526,0.5012111067771912,-0.25775280594825745,0.9998304843902588,0.5466381907463074,0.7305183410644531,-0.018468689173460007,0.9170756340026855,0.29481393098831177,0.7135785222053528,-0.4796299934387207,0.9824367165565491,0.5761293768882751,0.6432345509529114,-0.316551148891449,0.9708310961723328,0.4435544013977051,0.6193888187408447,-0.7041107416152954,0.9514169096946716,0.5931462645530701,0.6285914182662964,-0.3723226487636566,0.9429256916046143,0.4858326017856598,0.5960225462913513,-0.7499676942825317,0.8926583528518677,0.5932424664497375,0.5980302691459656,-0.367400199174881,0.9396407604217529,0.48648566007614136,0.5658013224601746,-0.71820068359375,0.9018111228942871,0.5817496180534363,0.6046569347381592,-0.32456013560295105,0.9425217509269714,0.4771922528743744,0.5727754831314087,-0.6872289180755615,0.9022303819656372,0.499764621257782,0.930260419845581,0.06300508230924606,0.9888350963592529,0.38745591044425964,0.9361076354980469,-0.06170208007097244,0.9876794815063477,0.5380362272262573,1.206937313079834,0.10867980867624283,0.32668405771255493,0.3951098918914795,1.233040690422058,0.1656186282634735,0.23705433309078217,0.5238255858421326,1.438068151473999,0.4973563253879547,0.014291594736278057,0.36592549085617065,1.473649501800537,0.5955858826637268,0.024796368554234505,0.5126205682754517,1.47487473487854,0.5295625925064087,0.03836820274591446,0.34730201959609985,1.5192012786865234,0.6345399022102356,0.0435265451669693,0.5378434658050537,1.5355772972106934,0.3508487343788147,0.017935995012521744,0.39814692735671997,1.5500550270080566,0.40816259384155273,0.023477694019675255
Punching,0.5417440533638,0.3746946454048157,-0.2915749251842499,0.9998920559883118,0.5536984205245972,0.35285139083862305,-0.2545054852962494,0.9998183846473694,0.5579428672790527,0.35572466254234314,-0.2545183002948761,0.999796450138092,0.5622453689575195,0.3586996793746948,-0.2545575499534607,0.9997169375419617,0.5355544090270996,0.3415112793445587,-0.2888176739215851,0.9998770356178284,0.5263251066207886,0.33640947937965393,-0.2888649106025696,0.9998757243156433,0.5164820551872253,0.33140724897384644,-0.2890865206718445,0.9998466968536377,0.5560190677642822,0.3679654896259308,-0.037411998957395554,0.9996752738952637,0.49166545271873474,0.3328727185726166,-0.1926165521144867,0.9999554753303528,0.5407246351242065,0.4070429801940918,-0.20784616470336914,0.9998940825462341,0.5146013498306274,0.39590251445770264,-0.252568781375885,0.9999696016311646,0.5567432641983032,0.5353714823722839,0.08210516721010208,0.99898761510849,0.3835938572883606,0.48333877325057983,-0.18496882915496826,0.9998199939727783,0.5499883890151978,0.7215202450752258,0.017059320583939552,0.9144810438156128,0.3502481281757355,0.6734410524368286,-0.4326934814453125,0.9840602278709412,0.5818381905555725,0.6524654030799866,-0.2595941424369812,0.9695853590965271,0.5180439352989197,0.5480450391769409,-0.5969403982162476,0.9562224745750427,0.6030533909797668,0.6376389265060425,-0.3199427127838135,0.9416055083274841,0.5631166100502014,0.517849326133728,-0.6430379748344421,0.9031473398208618,0.6012780666351318,0.6103031635284424,-0.3129156231880188,0.9383465647697449,0.5621641874313354,0.4936763346195221,-0.6124812960624695,0.9113583564758301,0.5881039500236511,0.6135825514793396,-0.26738113164901733,0.9427204132080078,0.5516951084136963,0.5118192434310913,-0.5810781717300415,0.9117076396942139,0.5021266937255859,0.9235846400260925,0.06353296339511871,0.989353597164154,0.39055880904197693,0.9286180734634399,-0.06260332465171814,0.9884885549545288,0.5341902375221252,1.2035191059112549,0.10680441558361053,0.3404791057109833,0.40003496408462524,1.2231181859970093,0.1276087760925293,0.2627314329147339,0.5075572729110718,1.439095139503479,0.43533259630203247,0.013273322023451328,0.38101136684417725,1.4587925672531128,0.4532276690006256,0.02281886525452137,0.49498575925827026,1.4747364521026611,0.4602603018283844,0.035276688635349274,0.3689841628074646,1.5003753900527954,0.48400717973709106,0.039777494966983795,0.5209356546401978,1.5328618288040161,0.28504636883735657,0.016413934528827667,0.40020936727523804,1.5348187685012817,0.27630534768104553,0.02144210785627365
Punching,0.5425840616226196,0.38418349623680115,-0.35376426577568054,0.9998887181282043,0.5549547672271729,0.36253270506858826,-0.30980533361434937,0.9998255372047424,0.559831440448761,0.3657374680042267,-0.30990660190582275,0.9998003244400024,0.5646392703056335,0.3690017759799957,-0.31005358695983887,0.9997308850288391,0.5354417562484741,0.35103854537010193,-0.3366461396217346,0.9998757839202881,0.5264174342155457,0.3468625247478485,-0.3365499973297119,0.999866783618927,0.5173332095146179,0.34306541085243225,-0.3365444540977478,0.9998407363891602,0.5621525049209595,0.37828293442726135,-0.07906670868396759,0.9996895790100098,0.49523359537124634,0.3447641432285309,-0.19560500979423523,0.9999423623085022,0.5445569753646851,0.41395825147628784,-0.2656574845314026,0.9998737573623657,0.5172544717788696,0.40166863799095154,-0.29992425441741943,0.9999228119850159,0.5550017356872559,0.5325509905815125,0.06885714083909988,0.9990059733390808,0.41379818320274353,0.47211524844169617,-0.2405785620212555,0.9997846484184265,0.5516109466552734,0.6542831063270569,-0.04072534292936325,0.8673049807548523,0.5281723141670227,0.5373591780662537,-0.5045856237411499,0.9852255582809448,0.5880366563796997,0.6400976181030273,-0.35067152976989746,0.9367490410804749,0.7034932374954224,0.46894675493240356,-0.5407837629318237,0.9578309059143066,0.6056200265884399,0.6204277276992798,-0.41555842757225037,0.9072870016098022,0.7701085805892944,0.44030940532684326,-0.5884736180305481,0.9057348966598511,0.6068716645240784,0.5952050089836121,-0.3994988799095154,0.9049283266067505,0.7777727842330933,0.42889100313186646,-0.5715246200561523,0.9126745462417603,0.5958380103111267,0.5984554290771484,-0.35389265418052673,0.9087543487548828,0.753127932548523,0.4371475279331207,-0.5322021245956421,0.9106011986732483,0.5020076036453247,0.8960170149803162,0.07280215620994568,0.9892992377281189,0.4012741148471832,0.9132455587387085,-0.07235030829906464,0.988740086555481,0.5919955968856812,0.9143372178077698,-0.02580234408378601,0.3385542929172516,0.3395808935165405,1.068390130996704,0.00940953940153122,0.311040997505188,0.5444661378860474,1.0021849870681763,0.18542706966400146,0.018392905592918396,0.3737480044364929,1.202632188796997,0.22422584891319275,0.03471788018941879,0.526232898235321,1.0217490196228027,0.2127424031496048,0.04794555529952049,0.3613435626029968,1.2135465145111084,0.24762602150440216,0.05132370442152023,0.5718258619308472,1.0337210893630981,0.18950191140174866,0.023333914577960968,0.4191022515296936,1.2854328155517578,0.16617844998836517,0.02957160584628582
Punching,0.5591782331466675,0.40188759565353394,-0.24376805126667023,0.9998981952667236,0.5652137994766235,0.3790610730648041,-0.19997990131378174,0.9998416900634766,0.5676084756851196,0.3807471990585327,-0.2000209391117096,0.9998183846473694,0.569970428943634,0.3825311064720154,-0.20018596947193146,0.9997557997703552,0.552532434463501,0.3699828088283539,-0.24396443367004395,0.9998869895935059,0.5451195240020752,0.36535269021987915,-0.24382798373699188,0.9998785853385925,0.5373309850692749,0.36083105206489563,-0.24375712871551514,0.9998552799224854,0.55943763256073,0.3862226903438568,0.022058315575122833,0.9997186660766602,0.5119152069091797,0.35815462470054626,-0.1709602028131485,0.9999474287033081,0.5536404252052307,0.43163904547691345,-0.15675774216651917,0.9998836517333984,0.5362826585769653,0.41944023966789246,-0.21343235671520233,0.9999275207519531,0.5106748342514038,0.5304405689239502,0.21191802620887756,0.9990562200546265,0.4379032254219055,0.4631365239620209,-0.27213621139526367,0.9998043179512024,0.5507845282554626,0.6424465179443359,0.14611878991127014,0.7989181876182556,0.6215375661849976,0.4599666893482208,-0.49915963411331177,0.9865848422050476,0.600898027420044,0.6214609742164612,-0.054389435797929764,0.8773475289344788,0.8134648203849792,0.4258514642715454,-0.4593937397003174,0.9612959027290344,0.617462158203125,0.594927966594696,-0.07133395969867706,0.8497185111045837,0.8637837171554565,0.42613229155540466,-0.5177051424980164,0.9127680063247681,0.6168371438980103,0.5711849331855774,-0.07611071318387985,0.8472349643707275,0.8688657879829407,0.4185989201068878,-0.46804991364479065,0.9187246561050415,0.6068738698959351,0.5803607106208801,-0.06350427865982056,0.8503842949867249,0.8510589599609375,0.4223000705242157,-0.4401698708534241,0.9153286814689636,0.4814053475856781,0.8771514892578125,0.10476478189229965,0.9878247380256653,0.4050535559654236,0.9003720879554749,-0.1045672670006752,0.9892290234565735,0.5863966345787048,0.7877309918403625,-0.015133167617022991,0.3422669470310211,0.34214404225349426,1.019726276397705,-0.21609535813331604,0.37299954891204834,0.5471274256706238,0.914230465888977,-0.008766290731728077,0.034689176827669144,0.38247787952423096,1.2491604089736938,-0.3507853150367737,0.08562014997005463,0.527696430683136,0.9467055797576904,-0.005349693354219198,0.08358056098222733,0.3738199472427368,1.2778743505477905,-0.3668210804462433,0.11460042744874954,0.5921372175216675,0.9276939034461975,-0.021403338760137558,0.04826643317937851,0.44912800192832947,1.3378111124038696,-0.46159058809280396,0.07308577746152878
Punching,0.5696278810501099,0.4059642255306244,-0.32084766030311584,0.9999000430107117,0.5748158693313599,0.38561949133872986,-0.2795239984989166,0.9998478889465332,0.5762467980384827,0.387187659740448,-0.2795919179916382,0.9998230934143066,0.5776684880256653,0.3889043629169464,-0.27978360652923584,0.9997650980949402,0.5644112825393677,0.376477986574173,-0.32583102583885193,0.9998923540115356,0.5580717325210571,0.3715555965900421,-0.3257139325141907,0.9998844861984253,0.5508189797401428,0.366446316242218,-0.3257812261581421,0.99986332654953,0.5635729432106018,0.3909849226474762,-0.04830164089798927,0.9997344613075256,0.5233821868896484,0.36029207706451416,-0.1959649622440338,0.9999505877494812,0.561491072177887,0.43410083651542664,-0.22800257802009583,0.9998818635940552,0.5469927191734314,0.4217166602611542,-0.2890881896018982,0.9999240636825562,0.5073043704032898,0.531221866607666,0.1952655017375946,0.9989672899246216,0.4493555426597595,0.4576639235019684,-0.4084920883178711,0.999807596206665,0.5481201410293579,0.6739891171455383,0.2610088288784027,0.767196774482727,0.6422778367996216,0.4435606002807617,-0.6227461099624634,0.987898588180542,0.6022050380706787,0.637294590473175,0.17230939865112305,0.8520120978355408,0.8389004468917847,0.4054751396179199,-0.5434378385543823,0.9650408029556274,0.6181415915489197,0.6127415299415588,0.1589277982711792,0.8195148706436157,0.885269045829773,0.4097326695919037,-0.612671971321106,0.9209728837013245,0.6201423406600952,0.5860449075698853,0.14413806796073914,0.8189921379089355,0.8913971781730652,0.4026110768318176,-0.5673199892044067,0.9262989163398743,0.6131316423416138,0.597010612487793,0.15921270847320557,0.8203449249267578,0.8746175765991211,0.40460681915283203,-0.5255123972892761,0.9228531122207642,0.47629937529563904,0.8916957378387451,0.12935349345207214,0.9831838607788086,0.40589460730552673,0.8966214060783386,-0.1288340538740158,0.9872711300849915,0.508346438407898,1.0686614513397217,0.21215465664863586,0.3905320465564728,0.3551813066005707,1.088605523109436,-0.05593200773000717,0.4289560317993164,0.47094306349754333,1.3135874271392822,0.4624761939048767,0.07684212923049927,0.35665756464004517,1.3634593486785889,0.16037049889564514,0.13759523630142212,0.45093807578086853,1.3463103771209717,0.4813450872898102,0.12716373801231384,0.3400368094444275,1.3905949592590332,0.17829617857933044,0.15304861962795258,0.5023017525672913,1.395847201347351,0.3714163303375244,0.06743069738149643,0.4028835892677307,1.464018702507019,0.01074644923210144,0.09666803479194641
